Siniestro;Poliza;Fec_ocu;Fec_com;Fec_pago;Importe
7021;69821;2016-10-23;2016-11-06;2017-05-19;224
7022;68654;2014-08-19;2014-09-04;2014-10-14;159
7023;62771;2015-01-03;2015-02-15;2015-03-27;153
7024;68965;2014-09-06;2014-09-11;2014-09-21;260
7025;62223;2016-12-18;2016-12-29;2017-01-08;194
7026;64489;2017-04-16;2017-06-01;2017-06-11;150
7027;60500;2014-01-07;2014-02-16;2014-03-28;250
7028;61893;2017-02-02;2017-02-11;2017-02-21;171
7029;69178;2016-03-24;2016-05-01;2018-07-11;162
7030;63462;2013-04-01;2013-04-06;2013-05-16;218
7031;64298;2015-01-17;2015-02-03;2015-03-05;161
7032;63094;2016-01-31;2016-02-12;2016-03-03;242
7033;67656;2014-09-14;2014-09-27;2014-11-06;234
7034;69526;2015-09-13;2015-09-21;2015-10-11;280
7035;64211;2016-09-25;2016-11-01;2018-10-30;218
7036;62443;2016-06-14;2016-07-26;2016-08-25;182
7037;66313;2018-04-15;2018-05-22;2018-06-29;182
7038;60437;2015-12-24;2016-01-09;2016-11-18;149
7039;62029;2016-05-19;2016-06-05;2018-03-09;236
7040;68621;2014-09-30;2014-11-12;2014-12-12;220
7041;67161;2015-05-28;2015-07-14;2015-08-03;168
7042;67799;2016-03-19;2016-04-05;2016-04-15;191
7043;62434;2016-12-28;2017-02-10;2017-03-22;167
7044;64409;2014-04-12;2014-04-24;2016-04-12;186
7045;64730;2015-09-08;2015-09-13;2018-09-09;210
7046;64808;2017-09-05;2017-10-21;2018-10-30;142
7047;61714;2014-05-20;2014-05-23;2014-12-06;145
7048;68660;2015-05-06;2015-05-11;2015-06-20;116
7049;64373;2013-11-26;2013-12-14;2013-12-24;164
7050;67511;2014-03-22;2014-03-26;2016-12-19;201
7051;67004;2016-11-03;2016-11-08;2016-11-28;179
7052;65327;2016-02-10;2016-03-20;2016-11-14;186
7053;65232;2015-03-19;2015-03-27;2018-12-31;145
7054;65064;2018-10-07;2018-10-20;2018-11-19;221
7055;69257;2016-02-24;2016-03-03;2016-03-23;224
7056;60433;2017-01-18;2017-01-29;2017-02-28;180
7057;66768;2014-06-28;2014-07-08;2014-07-18;243
7058;64008;2013-06-15;2013-07-05;2013-07-25;248
7059;62228;2015-11-02;2015-11-05;2015-12-05;189
7060;62556;2013-12-24;2014-01-31;2016-12-28;157
7061;61771;2015-07-02;2015-07-21;2015-07-31;214
7062;65309;2017-09-08;2017-09-22;2017-10-02;255
7063;65142;2014-05-20;2014-05-23;2014-07-02;180
7064;60769;2016-01-02;2016-01-21;2017-11-10;233
7065;69563;2016-02-14;2016-03-22;2016-10-05;219
7066;64232;2014-08-16;2014-08-23;2014-09-22;223
7067;65118;2014-04-13;2014-04-19;2014-05-19;217
7068;66293;2014-03-30;2014-04-16;2014-04-26;178
7069;64959;2014-05-19;2014-06-28;2015-08-03;203
7070;69601;2017-09-16;2017-09-30;2017-11-09;180
7071;67104;2013-10-10;2013-10-24;2013-11-03;141
7072;61350;2015-07-15;2015-07-31;2015-08-10;229
7073;63462;2015-06-14;2015-07-23;2016-01-28;213
7074;63379;2017-12-14;2017-12-31;2018-09-09;235
7075;67306;2016-12-09;2016-12-17;2017-02-21;226
7076;62892;2014-07-05;2014-08-16;2014-09-15;267
7077;64417;2018-04-04;2018-05-19;2018-06-28;134
7078;69382;2018-02-16;2018-02-20;2018-03-22;217
7079;66960;2016-08-11;2016-08-16;2016-09-15;205
7080;64200;2016-01-11;2016-02-18;2018-04-01;154
7081;64860;2017-08-04;2017-09-15;2018-10-14;156
7082;60070;2018-06-12;2018-06-15;2018-10-13;246
7083;67638;2017-07-19;2017-07-23;2017-08-22;275
7084;67060;2018-02-01;2018-02-19;2018-03-21;190
7085;60979;2018-03-16;2018-03-30;2018-08-30;157
7086;63386;2017-04-01;2017-05-09;2018-11-07;229
7087;60902;2018-02-22;2018-03-14;2018-03-24;183
7088;65951;2014-07-22;2014-08-31;2018-07-20;159
7089;66054;2018-05-09;2018-05-21;2018-05-31;209
7090;69113;2014-06-30;2014-07-04;2014-07-24;273
7091;60611;2014-07-21;2014-07-30;2014-08-09;270
7092;66980;2016-07-12;2016-07-28;2016-08-27;215
7093;65970;2016-11-06;2016-11-18;2017-10-02;192
7094;61445;2018-07-24;2018-08-09;2018-09-18;196
7095;66163;2015-02-20;2015-03-11;2015-03-21;254
7096;65076;2013-05-17;2013-06-04;2013-07-14;235
7097;64855;2018-04-30;2018-05-13;2018-07-11;155
7098;68187;2018-05-31;2018-06-10;2018-06-30;232
7099;67613;2015-08-03;2015-08-17;2015-08-27;133
7100;62541;2015-08-01;2015-08-06;2018-08-17;203
7101;66977;2018-05-05;2018-05-12;2018-11-26;153
7102;63916;2013-02-10;2013-03-23;2013-04-02;194
7103;69270;2016-05-31;2016-07-08;2016-08-03;220
7104;69756;2014-05-28;2014-06-09;2014-06-29;153
7105;67792;2016-03-17;2016-03-28;2018-02-22;150
7106;60554;2013-06-28;2013-07-14;2015-03-13;210
7107;61938;2018-01-13;2018-01-20;2018-03-10;174
7108;67257;2017-01-23;2017-02-12;2018-05-31;226
7109;61332;2018-01-07;2018-01-13;2018-01-23;228
7110;63062;2015-07-03;2015-07-06;2015-07-16;238
7111;67883;2014-12-28;2015-02-03;2015-07-12;204
7112;64152;2013-09-12;2013-09-21;2018-08-16;194
7113;62738;2015-04-24;2015-05-05;2015-05-15;116
7114;68799;2017-12-13;2018-01-20;2018-09-23;217
7115;64910;2014-01-07;2014-01-16;2017-12-06;179
7116;61420;2018-06-25;2018-07-03;2018-07-13;277
7117;61554;2013-07-26;2013-08-07;2016-04-04;205
7118;66743;2016-12-21;2017-01-27;2018-08-22;195
7119;61374;2014-02-09;2014-02-16;2017-01-16;131
7120;65597;2017-12-31;2018-01-20;2018-11-17;193
7121;67491;2016-05-02;2016-06-09;2018-12-20;214
7122;67302;2017-08-25;2017-09-09;2017-09-18;205
7123;60737;2017-06-09;2017-06-21;2017-12-16;178
7124;60762;2018-04-26;2018-05-14;2018-06-23;211
7125;69385;2014-01-24;2014-02-04;2014-03-06;226
7126;65591;2013-08-20;2013-08-28;2016-07-02;206
7127;67261;2016-10-11;2016-10-16;2017-09-16;235
7128;65758;2018-05-10;2018-06-16;2018-12-26;107
7129;69430;2018-05-19;2018-06-01;2018-06-11;151
7130;62843;2017-07-05;2017-07-21;2017-08-20;168
7131;60130;2016-02-07;2016-03-16;2018-05-30;150
7132;65802;2017-10-07;2017-10-17;2018-03-29;196
7133;68098;2013-02-25;2013-03-10;2014-06-14;211
7134;64558;2018-08-01;2018-08-12;2018-09-01;198
7135;65520;2015-12-29;2016-01-14;2016-02-13;211
7136;67722;2014-01-15;2014-01-25;2014-02-04;171
7137;63694;2013-10-13;2013-10-27;2015-06-21;227
7138;66715;2015-08-28;2015-10-07;2015-10-27;209
7139;63396;2016-09-28;2016-10-02;2016-10-12;215
7140;64417;2016-05-11;2016-05-25;2016-06-04;157
7141;68452;2016-01-17;2016-01-22;2017-11-13;258
7142;60530;2018-07-22;2018-08-22;2018-09-21;201
7143;61692;2014-12-07;2014-12-27;2015-01-16;103
7144;66637;2018-09-19;2018-10-01;2018-10-03;204
7145;63004;2015-08-01;2015-08-21;2017-02-20;189
7146;60187;2017-04-07;2017-04-20;2017-05-20;163
7147;67204;2014-01-11;2014-01-19;2014-02-28;167
7148;64839;2015-07-24;2015-08-04;2018-12-30;198
7149;67808;2015-03-12;2015-03-29;2015-05-08;196
7150;69904;2017-05-31;2017-06-18;2017-07-18;179
7151;69982;2014-09-09;2014-09-15;2014-10-15;184
7152;61192;2013-06-14;2013-06-17;2013-07-27;230
7153;64461;2016-03-10;2016-03-22;2018-09-20;129
7154;67078;2016-05-06;2016-05-12;2017-08-18;189
7155;66499;2016-06-24;2016-07-03;2016-08-02;190
7156;60495;2017-06-16;2017-07-30;2017-08-29;192
7157;60918;2018-05-28;2018-06-06;2018-06-07;146
7158;69682;2017-02-23;2017-03-03;2017-04-06;195
7159;69894;2014-08-14;2014-09-01;2014-10-11;156
7160;66848;2018-03-12;2018-03-15;2018-03-25;217
7161;62448;2018-03-08;2018-04-14;2018-04-20;133
7162;67254;2018-06-22;2018-07-01;2018-08-10;240
7163;68248;2013-01-22;2013-03-02;2014-09-17;224
7164;69315;2018-03-26;2018-05-02;2018-06-04;180
7165;69917;2016-12-01;2016-12-20;2017-07-31;225
7166;63581;2013-06-20;2013-07-01;2013-08-10;266
7167;61095;2017-09-24;2017-11-06;2017-11-16;180
7168;63358;2013-04-14;2013-05-03;2013-07-05;180
7169;69730;2013-11-07;2013-11-14;2013-12-04;239
7170;65242;2014-04-03;2014-04-21;2014-05-31;120
7171;63264;2016-09-28;2016-10-01;2017-07-22;236
7172;62036;2013-04-02;2013-05-17;2013-06-06;160
7173;65812;2017-09-13;2017-10-02;2017-11-11;167
7174;69917;2014-11-11;2014-11-28;2014-12-08;197
7175;62836;2016-05-29;2016-06-05;2016-07-05;264
7176;68463;2016-01-18;2016-01-25;2016-02-14;209
7177;68556;2016-05-06;2016-05-25;2016-06-24;156
7178;67061;2018-06-21;2018-06-27;2018-07-27;141
7179;61275;2018-09-18;2018-10-04;2018-11-03;229
7180;62947;2017-09-12;2017-09-24;2017-11-03;265
7181;60986;2014-05-24;2014-06-09;2014-07-19;197
7182;65144;2014-12-04;2014-12-20;2015-01-09;113
7183;67630;2016-05-11;2016-05-18;2016-06-17;177
7184;64659;2015-06-04;2015-06-11;2017-06-13;187
7185;63330;2015-04-08;2015-04-18;2015-05-28;221
7186;60909;2018-02-27;2018-03-07;2018-03-17;166
7187;61625;2015-07-04;2015-07-08;2018-05-16;147
7188;62777;2016-03-17;2016-03-25;2016-04-24;114
7189;68470;2015-03-07;2015-04-13;2016-07-24;195
7190;65692;2013-05-11;2013-05-19;2013-06-28;171
7191;69994;2015-07-04;2015-07-17;2016-11-29;154
7192;69115;2018-08-19;2018-09-25;2018-10-09;137
7193;66416;2013-01-21;2013-01-30;2013-03-11;176
7194;66022;2013-02-20;2013-04-02;2013-04-12;172
7195;61546;2017-10-20;2017-11-05;2017-12-15;194
7196;66475;2014-04-20;2014-05-10;2015-08-04;162
7197;69072;2014-04-30;2014-05-15;2014-05-25;253
7198;62521;2014-09-11;2014-09-16;2014-10-06;173
7199;66906;2015-05-22;2015-05-27;2018-03-29;211
7200;63268;2016-09-16;2016-10-02;2016-11-01;305
7201;62392;2016-09-14;2016-09-26;2018-01-07;167
7202;66421;2016-04-08;2016-04-12;2016-04-22;245
7203;60189;2018-08-09;2018-08-13;2018-09-22;140
7204;64097;2018-06-18;2018-07-25;2018-11-13;180
7205;64355;2018-02-26;2018-03-01;2018-03-21;176
7206;67803;2015-08-22;2015-09-08;2015-09-28;147
7207;69934;2015-06-28;2015-07-08;2015-07-28;202
7208;67043;2015-06-19;2015-06-24;2015-07-14;237
7209;66755;2016-04-18;2016-05-04;2016-06-03;211
7210;61418;2018-03-19;2018-03-22;2018-04-02;203
7211;67488;2015-12-18;2016-01-02;2018-04-13;101
7212;62647;2015-11-08;2015-11-19;2015-12-19;217
7213;66683;2015-11-28;2016-01-07;2017-01-18;175
7214;63132;2016-06-03;2016-06-14;2016-06-24;213
7215;60769;2015-04-09;2015-04-13;2015-04-23;244
7216;62212;2015-04-05;2015-04-12;2015-04-22;183
7217;65327;2016-03-26;2016-04-01;2016-05-01;221
7218;69345;2016-05-14;2016-05-31;2018-05-05;224
7219;67893;2017-04-06;2017-04-19;2017-05-29;195
7220;66898;2017-09-20;2017-10-26;2018-07-18;209
7221;66400;2016-10-31;2016-12-10;2017-01-19;124
7222;68648;2015-02-06;2015-02-25;2016-05-04;191
7223;68234;2016-01-12;2016-01-16;2017-05-28;183
7224;62083;2016-02-01;2016-03-10;2016-03-30;190
7225;61787;2017-12-26;2018-01-12;2018-04-07;246
7226;66963;2018-08-03;2018-09-10;2018-09-26;183
7227;61182;2017-12-01;2018-01-07;2018-09-08;198
7228;67622;2014-07-26;2014-08-08;2017-06-21;252
7229;60997;2017-08-17;2017-09-04;2017-09-24;199
7230;69156;2015-11-20;2015-12-30;2017-09-21;177
7231;62039;2017-11-22;2017-12-05;2018-03-06;205
7232;66418;2013-06-17;2013-07-05;2013-08-14;198
7233;63690;2016-02-20;2016-03-08;2016-04-17;128
7234;60449;2015-11-05;2015-11-14;2015-12-04;262
7235;68011;2017-03-01;2017-04-07;2018-03-27;235
7236;66400;2013-10-06;2013-11-10;2013-12-10;209
7237;68911;2017-10-22;2017-10-26;2017-11-25;201
7238;65420;2017-07-28;2017-07-31;2018-03-05;166
7239;65298;2014-02-01;2014-02-06;2017-08-01;181
7240;69905;2015-11-24;2016-01-07;2016-01-27;178
7241;64721;2014-11-15;2014-11-21;2014-12-11;167
7242;68854;2014-03-24;2014-03-30;2015-11-16;238
7243;68004;2018-04-07;2018-04-27;2018-11-23;225
7244;63540;2013-05-19;2013-05-26;2018-06-01;156
7245;62829;2014-04-28;2014-06-07;2017-07-25;202
7246;67119;2016-12-14;2016-12-20;2017-07-31;154
7247;60595;2018-10-10;2018-11-27;2018-12-04;196
7248;67459;2017-06-20;2017-07-28;2017-09-04;166
7249;64192;2013-12-23;2014-02-03;2016-03-05;230
7250;67838;2017-04-30;2017-05-18;2017-06-17;278
7251;61257;2013-09-23;2013-10-08;2018-06-26;207
7252;63955;2017-09-28;2017-10-08;2017-10-28;169
7253;62824;2016-07-18;2016-08-03;2018-03-14;199
7254;62031;2013-02-05;2013-03-14;2018-07-28;177
7255;67727;2014-02-03;2014-02-14;2014-02-24;271
7256;60618;2017-02-07;2017-02-17;2017-03-19;219
7257;62089;2013-11-25;2013-12-11;2014-01-10;215
7258;64724;2013-11-10;2013-11-18;2013-12-28;180
7259;65513;2014-01-28;2014-02-15;2014-03-07;226
7260;60774;2016-12-11;2016-12-28;2017-01-07;178
7261;64424;2015-10-31;2015-11-18;2015-12-18;145
7262;67890;2018-01-13;2018-01-21;2018-02-10;194
7263;60398;2013-07-20;2013-07-26;2015-11-09;128
7264;67700;2017-01-13;2017-02-20;2017-06-02;139
7265;65896;2013-08-13;2013-08-28;2015-05-18;194
7266;61610;2017-11-13;2017-11-22;2017-12-02;232
7267;68288;2013-09-09;2013-09-20;2013-09-30;169
7268;63944;2016-02-27;2016-03-06;2016-04-15;204
7269;63402;2014-08-24;2014-09-13;2016-08-19;121
7270;61112;2013-11-22;2013-11-25;2016-04-11;245
7271;64312;2013-06-24;2013-07-01;2013-07-21;241
7272;69672;2016-03-23;2016-04-03;2017-07-14;261
7273;64917;2015-01-09;2015-01-20;2017-03-19;198
7274;60451;2016-11-27;2017-01-12;2017-02-11;122
7275;68931;2013-03-09;2013-04-16;2013-05-16;132
7276;64413;2013-10-24;2013-11-06;2013-11-26;192
7277;63891;2014-05-25;2014-05-29;2014-06-08;226
7278;68144;2015-09-29;2015-10-06;2015-10-16;142
7279;61177;2014-01-17;2014-01-31;2014-02-20;166
7280;61610;2017-06-18;2017-06-23;2018-10-08;158
7281;66039;2014-01-06;2014-01-20;2015-12-06;218
7282;68917;2013-11-12;2013-12-27;2014-01-26;204
7283;67061;2014-08-18;2014-09-28;2014-10-18;153
7284;60121;2016-08-06;2016-08-10;2016-09-09;175
7285;60648;2017-02-10;2017-03-20;2017-04-09;201
7286;65474;2018-06-17;2018-08-02;2018-08-22;183
7287;63698;2017-08-20;2017-09-27;2017-10-21;239
7288;67321;2014-09-24;2014-11-03;2014-12-03;214
7289;62036;2013-01-01;2013-01-20;2013-03-01;211
7290;68602;2018-02-07;2018-02-27;2018-03-19;256
7291;68946;2017-03-10;2017-04-20;2018-12-10;204
7292;64074;2017-12-06;2017-12-16;2017-12-19;204
7293;61224;2017-01-25;2017-02-07;2017-06-15;176
7294;63853;2016-04-19;2016-04-24;2016-05-14;164
7295;61865;2015-01-29;2015-02-04;2015-03-06;169
7296;69227;2017-06-20;2017-06-23;2018-12-13;241
7297;61129;2014-03-21;2014-05-03;2014-06-12;212
7298;61028;2017-04-29;2017-06-13;2017-07-23;262
7299;64208;2014-01-24;2014-03-03;2015-12-08;200
7300;66014;2014-10-17;2014-10-27;2014-11-06;184
7301;63117;2016-01-04;2016-01-16;2016-02-15;206
7302;62938;2017-11-15;2017-11-30;2018-04-05;267
7303;61405;2018-10-01;2018-10-08;2018-11-17;217
7304;68858;2015-04-14;2015-04-29;2015-05-19;148
7305;68287;2014-03-26;2014-04-02;2014-04-12;281
7306;64827;2018-07-14;2018-07-18;2018-12-18;141
7307;65045;2016-02-06;2016-02-19;2016-03-30;210
7308;63254;2018-03-07;2018-03-27;2018-04-06;181
7309;63297;2013-05-01;2013-05-18;2016-04-20;209
7310;68722;2016-03-10;2016-03-23;2018-12-10;176
7311;67986;2016-08-10;2016-09-17;2016-10-27;194
7312;69733;2013-10-12;2013-10-22;2013-12-01;132
7313;69820;2014-11-27;2014-12-10;2015-01-19;221
7314;68579;2017-01-17;2017-02-06;2018-06-03;225
7315;61810;2017-11-13;2017-11-17;2017-12-17;127
7316;62788;2016-05-07;2016-05-14;2016-06-13;266
7317;66972;2017-01-01;2017-01-14;2018-12-01;205
7318;62251;2018-06-13;2018-07-26;2018-10-08;165
7319;66690;2013-04-13;2013-05-29;2013-06-08;207
7320;69760;2014-11-07;2014-11-27;2015-01-06;162
7321;66124;2017-08-05;2017-09-17;2017-10-27;189
7322;63925;2014-12-04;2015-01-13;2015-02-06;162
7323;62354;2017-09-19;2017-11-04;2017-11-24;179
7324;64566;2018-01-26;2018-02-04;2018-03-25;188
7325;66983;2018-04-16;2018-04-22;2018-05-22;195
7326;63652;2017-09-02;2017-10-18;2017-11-07;168
7327;63386;2017-08-24;2017-10-05;2018-12-23;120
7328;69502;2017-05-30;2017-06-12;2018-07-14;282
7329;66029;2015-10-10;2015-10-21;2015-11-30;159
7330;62276;2015-09-05;2015-09-13;2015-10-13;145
7331;67507;2014-04-16;2014-04-28;2018-09-28;152
7332;66520;2016-05-20;2016-05-23;2016-06-12;208
7333;62203;2018-07-03;2018-07-08;2018-08-07;247
7334;67068;2013-06-13;2013-06-20;2013-07-20;231
7335;63547;2017-07-14;2017-07-30;2018-04-23;225
7336;68123;2018-07-12;2018-07-31;2018-08-10;255
7337;65075;2018-09-06;2018-09-24;2018-10-14;221
7338;62223;2013-09-07;2013-09-16;2013-10-16;170
7339;69238;2013-08-20;2013-09-07;2018-06-17;180
7340;62936;2017-07-28;2017-08-05;2017-08-25;200
7341;69938;2017-03-02;2017-04-10;2017-04-18;178
7342;60568;2016-05-20;2016-06-28;2016-08-07;206
7343;62837;2015-01-05;2015-02-10;2017-06-25;215
7344;67432;2017-03-29;2017-05-07;2018-08-17;176
7345;65022;2015-01-09;2015-01-16;2015-01-26;222
7346;66711;2018-05-08;2018-05-11;2018-10-16;176
7347;62696;2017-12-19;2018-01-03;2018-01-13;216
7348;62149;2014-03-26;2014-04-07;2018-09-29;166
7349;64464;2018-09-01;2018-09-18;2018-09-28;206
7350;69720;2018-09-16;2018-09-22;2018-10-12;173
7351;63297;2015-03-11;2015-04-26;2015-05-16;194
7352;67150;2014-04-07;2014-04-20;2016-01-19;249
7353;68766;2014-10-17;2014-10-30;2018-10-11;199
7354;64787;2016-07-24;2016-08-04;2016-09-03;231
7355;62979;2014-03-18;2014-03-25;2014-04-14;204
7356;63297;2018-06-20;2018-07-08;2018-08-07;126
7357;60251;2017-08-09;2017-09-25;2017-10-05;210
7358;60653;2013-04-25;2013-05-28;2013-06-27;225
7359;64343;2014-11-01;2014-11-17;2014-12-27;161
7360;62546;2016-10-27;2016-11-15;2018-07-20;250
7361;67466;2016-03-17;2016-05-01;2016-05-21;140
7362;61238;2013-03-25;2013-03-29;2014-12-10;206
7363;66532;2013-09-03;2013-09-19;2015-12-19;177
7364;62668;2014-09-14;2014-09-22;2014-10-22;237
7365;61679;2015-06-20;2015-06-25;2015-08-04;144
7366;66726;2017-06-15;2017-07-05;2017-08-14;254
7367;65253;2013-04-13;2013-04-16;2013-05-26;134
7368;63957;2015-01-31;2015-02-13;2016-03-04;184
7369;60481;2017-12-03;2018-01-09;2018-12-04;186
7370;62089;2017-08-20;2017-08-25;2017-09-24;190
7371;65806;2013-11-22;2013-12-02;2013-12-12;216
7372;68437;2014-01-02;2014-01-07;2014-01-27;173
7373;66518;2016-06-07;2016-06-21;2016-07-31;210
7374;62267;2016-05-02;2016-05-11;2016-06-20;258
7375;61483;2014-02-20;2014-03-02;2015-08-14;189
7376;68173;2016-09-07;2016-10-14;2017-11-21;144
7377;65751;2014-04-23;2014-05-05;2016-12-02;267
7378;66209;2018-03-30;2018-04-04;2018-05-12;200
7379;69657;2016-01-13;2016-02-25;2016-03-16;230
7380;61201;2018-06-21;2018-06-29;2018-07-09;238
7381;64399;2015-11-15;2015-12-24;2016-12-03;201
7382;64129;2017-06-21;2017-06-30;2018-07-29;186
7383;66836;2018-06-03;2018-06-23;2018-08-25;250
7384;67514;2013-06-12;2013-07-21;2016-06-28;241
7385;61668;2017-01-29;2017-02-18;2017-06-20;221
7386;63179;2014-11-18;2014-11-21;2014-12-21;143
7387;67397;2013-10-07;2013-11-12;2018-08-16;211
7388;69270;2015-08-19;2015-09-07;2017-07-09;183
7389;67508;2017-04-20;2017-05-07;2017-06-16;216
7390;64934;2016-07-24;2016-08-06;2016-08-16;213
7391;62191;2013-02-28;2013-03-07;2013-04-06;265
7392;62853;2014-04-10;2014-04-13;2014-05-23;153
7393;63477;2016-08-24;2016-09-04;2016-10-04;210
7394;69689;2014-11-21;2014-12-07;2015-01-16;259
7395;68537;2018-05-03;2018-05-11;2018-06-20;235
7396;62934;2016-09-04;2016-10-12;2018-10-11;219
7397;66564;2018-02-16;2018-03-26;2018-09-16;216
7398;68897;2016-05-04;2016-05-23;2016-06-12;201
7399;66628;2013-02-01;2013-02-11;2014-09-09;244
7400;68785;2018-05-07;2018-05-21;2018-06-20;192
7401;67043;2013-03-09;2013-03-17;2013-04-16;189
7402;68423;2016-10-01;2016-10-10;2016-11-19;100
7403;68937;2014-10-15;2014-11-04;2018-01-06;213
7404;63945;2018-07-06;2018-08-22;2018-09-11;187
7405;62125;2018-04-03;2018-04-16;2018-05-15;185
7406;69947;2015-03-04;2015-04-12;2015-05-12;205
7407;65782;2017-11-04;2017-11-21;2017-12-01;209
7408;68700;2017-03-01;2017-03-12;2018-11-28;275
7409;68382;2018-06-04;2018-07-15;2018-12-28;187
7410;61226;2016-11-21;2016-12-05;2017-01-04;241
7411;62197;2013-07-15;2013-08-02;2013-09-01;175
7412;67614;2017-09-08;2017-09-27;2017-11-06;207
7413;68302;2018-03-15;2018-04-04;2018-07-19;203
7414;65987;2013-09-23;2013-10-06;2015-09-18;155
7415;62850;2015-04-21;2015-04-30;2015-05-30;255
7416;64714;2013-10-07;2013-10-19;2013-11-28;180
7417;62374;2017-03-17;2017-04-23;2018-07-28;281
7418;61605;2013-06-19;2013-08-04;2013-08-14;204
7419;62283;2016-07-28;2016-07-31;2016-08-10;194
7420;69117;2015-11-14;2015-12-21;2017-06-18;172
7421;65615;2017-06-06;2017-06-15;2017-06-25;169
7422;63934;2016-04-09;2016-04-13;2016-04-23;207
7423;64296;2013-02-26;2013-03-14;2013-04-03;238
7424;61893;2014-08-06;2014-08-13;2017-12-14;256
7425;65820;2016-07-27;2016-09-03;2016-10-23;236
7426;60352;2017-08-20;2017-08-23;2018-06-03;241
7427;67686;2017-08-11;2017-09-17;2017-10-07;146
7428;67205;2014-02-28;2014-04-15;2014-05-25;206
7429;61404;2018-01-08;2018-01-11;2018-02-10;226
7430;66785;2013-12-20;2014-01-29;2014-08-27;88
7431;66957;2013-12-12;2014-01-27;2014-03-08;196
7432;60594;2018-03-29;2018-04-09;2018-05-09;171
7433;65248;2018-03-02;2018-03-13;2018-04-07;187
7434;64514;2014-11-17;2014-11-22;2015-01-01;223
7435;61177;2017-04-30;2017-06-07;2018-05-27;238
7436;63528;2016-11-04;2016-11-09;2016-11-19;184
7437;60043;2016-07-27;2016-08-06;2016-08-26;218
7438;60521;2014-10-03;2014-11-16;2014-12-06;238
7439;65286;2013-12-08;2014-01-19;2015-08-12;170
7440;65677;2013-12-16;2014-01-04;2014-01-24;234
7441;63820;2014-10-12;2014-10-16;2014-11-05;203
7442;65002;2018-04-10;2018-04-18;2018-12-17;200
7443;65123;2013-06-06;2013-06-21;2013-07-21;188
7444;64754;2018-08-09;2018-08-22;2018-09-11;263
7445;68905;2014-11-07;2014-11-17;2018-03-27;144
7446;68040;2018-06-04;2018-07-14;2018-07-29;189
7447;65255;2015-12-31;2016-01-07;2016-02-06;176
7448;60632;2017-03-23;2017-04-09;2017-05-19;275
7449;66073;2017-07-31;2017-08-15;2017-08-25;126
7450;60846;2017-05-29;2017-06-08;2017-09-20;176
7451;61440;2014-10-03;2014-11-09;2015-09-28;208
7452;68333;2013-08-22;2013-09-06;2017-10-18;164
7453;63928;2015-06-01;2015-07-09;2016-02-05;194
7454;68249;2013-10-21;2013-11-06;2014-08-16;144
7455;65038;2017-08-09;2017-08-23;2018-04-11;266
7456;63608;2018-09-27;2018-10-01;2018-10-28;222
7457;68466;2013-06-30;2013-07-20;2014-06-24;245
7458;63070;2015-11-03;2015-11-12;2015-12-12;228
7459;68323;2017-10-01;2017-10-10;2017-10-30;267
7460;60069;2017-07-06;2017-07-19;2017-08-08;178
7461;65053;2015-08-09;2015-08-14;2015-09-13;224
7462;64455;2017-01-29;2017-02-13;2017-02-23;162
7463;62338;2013-05-08;2013-05-11;2013-05-31;146
7464;60121;2016-03-16;2016-03-29;2017-02-16;196
7465;60947;2014-01-26;2014-02-02;2018-11-30;192
7466;63366;2017-01-20;2017-01-26;2017-03-07;223
7467;68880;2017-06-23;2017-07-11;2017-08-20;250
7468;67511;2016-12-31;2017-01-14;2017-02-13;193
7469;64282;2016-07-23;2016-08-12;2016-08-22;155
7470;63560;2018-02-05;2018-02-11;2018-02-21;270
7471;64925;2017-07-05;2017-08-20;2017-08-30;147
7472;69784;2017-08-01;2017-08-08;2017-08-18;196
7473;66330;2016-09-12;2016-09-17;2016-11-28;217
7474;62702;2013-09-14;2013-09-20;2013-09-30;194
7475;69807;2014-03-24;2014-03-29;2014-05-08;257
7476;62069;2016-02-14;2016-03-02;2016-03-22;192
7477;61269;2015-04-03;2015-04-19;2015-07-12;265
7478;61136;2013-05-25;2013-06-12;2013-07-02;236
7479;66683;2015-09-15;2015-09-18;2017-08-27;218
7480;66753;2014-10-03;2014-10-08;2014-11-17;171
7481;68906;2013-07-22;2013-08-29;2015-03-18;125
7482;63824;2014-11-20;2014-12-30;2016-03-15;173
7483;63299;2017-05-12;2017-06-01;2017-06-11;174
7484;65370;2018-08-04;2018-08-09;2018-09-08;239
7485;65876;2013-11-03;2013-11-15;2016-08-01;224
7486;69691;2013-10-12;2013-10-24;2016-02-11;221
7487;61809;2014-03-24;2014-05-06;2014-05-16;152
7488;66687;2016-01-13;2016-02-01;2017-06-06;229
7489;69988;2017-07-01;2017-08-08;2017-09-25;210
7490;63014;2018-05-18;2018-06-04;2018-06-14;252
7491;64088;2014-06-17;2014-07-07;2014-08-16;217
7492;67025;2013-09-10;2013-09-28;2013-10-08;237
7493;68159;2015-04-28;2015-05-04;2017-03-22;221
7494;66576;2017-07-29;2017-08-18;2017-08-28;221
7495;65069;2014-09-17;2014-09-30;2014-10-10;144
7496;62965;2013-10-05;2013-10-11;2013-11-20;150
7497;63454;2018-06-23;2018-07-09;2018-12-03;265
7498;60694;2016-12-01;2016-12-08;2018-10-06;236
7499;63431;2014-09-28;2014-10-07;2018-06-07;211
7500;65652;2014-12-07;2014-12-20;2014-12-30;177
7501;67068;2017-09-22;2017-09-26;2017-11-05;207
